1383909029471 , 25.12 , 27.75 
1383909030451 , 25.12 , 24.96 
1383909031432 , 25.12 , 26.60 
1383909032411 , 25.12 , 26.71 
1383909033461 , 25.16 , 26.81 
1383909034439 , 25.16 , 27.00 
1383909035561 , 25.16 , 26.97 
1383909036541 , 25.16 , 26.97 
1383909037382 , 25.16 , 27.02 
1383909038360 , 25.16 , 27.02 
1383909039408 , 25.16 , 27.13 
1383909040390 , 25.16 , 26.97 
1383909041370 , 25.16 , 27.06 
1383909042421 , 25.16 , 27.04 
1383909043401 , 25.16 , 26.95 
1383909044382 , 25.16 , 26.97 
1383909045430 , 25.16 , 27.09 
1383909046410 , 25.16 , 27.04 
1383909047390 , 25.16 , 26.93 
1383909048370 , 25.16 , 26.77 
1383909049422 , 25.16 , 26.75 
1383909050402 , 25.16 , 26.77 
1383909051381 , 25.16 , 27.02 
1383909052433 , 25.16 , 27.85 
1383909053411 , 25.16 , 27.27 
1383909054392 , 25.16 , 26.95 
1383909055370 , 25.16 , 26.63 
1383909056421 , 25.16 , 26.70 
1383909057401 , 25.16 , 26.77 
1383909058451 , 25.16 , 26.86 
1383909059430 , 25.16 , 26.84 
1383909060413 , 25.16 , 26.86 
1383909061391 , 25.16 , 26.81 
1383909062440 , 25.16 , 26.84 
1383909063420 , 25.16 , 26.84 
1383909064400 , 25.16 , 26.86 
1383909065380 , 25.16 , 26.77 
1383909066360 , 25.16 , 26.86 
1383909067410 , 25.16 , 26.97 
1383909068460 , 25.19 , 27.25 
1383909069370 , 25.19 , 27.05 
1383909070421 , 25.16 , 26.90 
1383909071471 , 25.19 , 27.01 
1383909072451 , 25.19 , 26.94 
1383909073430 , 25.19 , 27.07 
1383909074407 , 25.19 , 26.98 
1383909075390 , 25.19 , 26.94 
1383909076370 , 25.19 , 26.98 
1383909077420 , 25.19 , 26.96 
1383909078470 , 25.19 , 27.03 
1383909079380 , 25.19 , 26.96 
1383909080360 , 25.19 , 26.96 
1383909081410 , 25.19 , 27.05 
1383909082460 , 25.19 , 26.96 
1383909083441 , 25.19 , 27.03 
1383909084421 , 25.19 , 27.12 
1383909085400 , 25.19 , 27.01 
1383909086380 , 25.19 , 26.98 
1383909087430 , 25.19 , 26.98 
1383909088411 , 25.19 , 27.03 
1383909089389 , 25.19 , 26.98 
1383909090371 , 25.19 , 26.96 
1383909091420 , 25.19 , 27.01 
1383909092400 , 25.19 , 26.98 
1383909093519 , 25.19 , 27.01 
1383909094427 , 25.19 , 26.98 
1383909095406 , 25.19 , 27.03 
1383909096387 , 25.19 , 26.94 
