1383909032202 , -3.153 , 0.000 , 0.000 
1383909033189 , -3.107 , 0.000 , 0.000 
1383909034161 , -3.305 , 0.000 , 0.000 
1383909035221 , -3.176 , 0.000 , 0.000 
1383909036192 , -3.023 , 0.000 , 0.000 
1383909037172 , -2.855 , 0.000 , 0.000 
1383909038151 , -2.985 , 0.000 , 0.000 
1383909039208 , -3.359 , 0.000 , 0.000 
1383909040192 , -3.038 , 0.000 , 0.000 
1383909041170 , -3.046 , 0.000 , 0.000 
1383909042211 , -3.023 , 0.000 , 0.000 
1383909043193 , -3.122 , 0.000 , 0.000 
1383909044171 , -3.229 , 0.000 , 0.000 
1383909045230 , -3.069 , 0.000 , 0.000 
1383909046209 , -3.107 , 0.000 , 0.000 
1383909047189 , -3.153 , 0.000 , 0.000 
1383909048231 , -3.214 , 0.000 , 0.000 
1383909049211 , -2.962 , 0.000 , 0.000 
1383909050198 , -2.954 , 0.000 , 0.000 
1383909051178 , -2.893 , 0.000 , 0.000 
1383909052229 , -2.977 , 0.000 , 0.000 
1383909053204 , -3.191 , 0.000 , 0.000 
1383909054181 , -3.275 , 0.000 , 0.000 
1383909055232 , -2.962 , 0.000 , 0.000 
1383909056211 , -3.038 , 0.000 , 0.000 
1383909057192 , -3.115 , 0.000 , 0.000 
1383909058171 , -3.275 , 0.000 , 0.000 
1383909059232 , -3.290 , 0.000 , 0.000 
1383909060278 , -2.908 , 0.000 , 0.000 
1383909061181 , -2.908 , 0.000 , 0.000 
1383909062240 , -2.878 , 0.000 , 0.000 
1383909063222 , -3.267 , 0.000 , 0.000 
1383909064200 , -3.252 , 0.000 , 0.000 
1383909065241 , -3.000 , 0.000 , 0.000 
1383909066228 , -2.802 , 0.000 , 0.000 
1383909067212 , -2.924 , 0.000 , 0.000 
1383909068190 , -3.099 , 0.000 , 0.000 
1383909069231 , -2.840 , 0.000 , 0.000 
1383909070211 , -2.824 , 0.000 , 0.000 
1383909071197 , -3.229 , 0.000 , 0.000 
1383909072241 , -3.267 , 0.000 , 0.000 
1383909073232 , -3.031 , 0.000 , 0.000 
1383909074207 , -2.924 , 0.000 , 0.000 
1383909075251 , -2.748 , 0.000 , 0.000 
1383909076232 , -3.176 , 0.000 , 0.000 
1383909077221 , -2.870 , 0.000 , 0.000 
1383909078197 , -3.115 , 0.000 , 0.000 
1383909079241 , -3.168 , 0.000 , 0.000 
1383909080221 , -3.221 , 0.000 , 0.000 
1383909081201 , -3.015 , 0.000 , 0.000 
1383909082258 , -3.038 , 0.000 , 0.000 
1383909083231 , -3.298 , 0.000 , 0.000 
1383909084211 , -3.221 , 0.000 , 0.000 
1383909085267 , -2.885 , 0.000 , 0.000 
1383909086250 , -3.099 , 0.000 , 0.000 
1383909087230 , -3.069 , 0.000 , 0.000 
1383909088201 , -3.198 , 0.000 , 0.000 
1383909089258 , -3.183 , 0.000 , 0.000 
1383909090240 , -3.267 , 0.000 , 0.000 
1383909091218 , -2.786 , 0.000 , 0.000 
1383909092261 , -3.015 , 0.000 , 0.000 
1383909093311 , -3.298 , 0.000 , 0.000 
1383909094230 , -3.107 , 0.000 , 0.000 
1383909095269 , -3.015 , 0.000 , 0.000 
1383909096255 , -2.931 , 0.000 , 0.000 
1383909097239 , -2.878 , 0.000 , 0.000 
