1383909030311 , 25.46 , 49.71 
1383909031292 , 25.46 , 49.71 
1383909032272 , 25.46 , 49.71 
1383909033320 , 25.46 , 49.71 
1383909034302 , 25.46 , 49.71 
1383909035352 , 25.46 , 49.71 
1383909036330 , 25.46 , 49.71 
1383909037241 , 25.46 , 49.71 
1383909038221 , 25.46 , 49.71 
1383909039271 , 25.46 , 49.71 
1383909040250 , 25.46 , 49.71 
1383909041231 , 25.46 , 49.71 
1383909042282 , 25.46 , 49.71 
1383909043261 , 25.46 , 49.71 
1383909044241 , 25.46 , 49.71 
1383909045222 , 25.46 , 49.71 
1383909046271 , 25.46 , 49.71 
1383909047250 , 25.46 , 49.64 
1383909048231 , 25.46 , 49.64 
1383909049281 , 25.46 , 49.64 
1383909050261 , 25.46 , 49.64 
1383909051242 , 25.46 , 49.64 
1383909052360 , 25.46 , 49.64 
1383909053271 , 25.46 , 49.64 
1383909054251 , 25.46 , 49.71 
1383909055231 , 25.46 , 49.71 
1383909056281 , 25.46 , 49.71 
1383909057261 , 25.46 , 49.71 
1383909058310 , 25.46 , 49.64 
1383909059290 , 25.46 , 49.64 
1383909060271 , 25.46 , 49.64 
1383909061251 , 25.46 , 49.64 
1383909062300 , 25.46 , 49.64 
1383909063280 , 25.46 , 49.64 
1383909064260 , 25.46 , 49.64 
1383909065241 , 25.46 , 49.64 
1383909066222 , 25.46 , 49.64 
1383909067270 , 25.46 , 49.64 
1383909068322 , 25.46 , 49.64 
1383909069230 , 25.46 , 49.64 
1383909070280 , 25.46 , 49.64 
1383909071331 , 25.54 , 49.64 
1383909072312 , 25.46 , 49.64 
1383909073290 , 25.46 , 49.64 
1383909074269 , 25.54 , 49.64 
1383909075251 , 25.46 , 49.64 
1383909076230 , 25.54 , 49.64 
1383909077280 , 25.46 , 49.64 
1383909078260 , 25.46 , 49.64 
1383909079240 , 25.54 , 49.64 
1383909080220 , 25.46 , 49.64 
1383909081270 , 25.54 , 49.64 
1383909082251 , 25.54 , 49.64 
1383909083300 , 25.54 , 49.64 
1383909084282 , 25.54 , 49.57 
1383909085260 , 25.54 , 49.64 
1383909086242 , 25.54 , 49.57 
1383909087290 , 25.54 , 49.57 
1383909088270 , 25.54 , 49.57 
1383909089251 , 25.54 , 49.57 
1383909090230 , 25.54 , 49.57 
1383909091279 , 25.54 , 49.57 
1383909092260 , 25.54 , 49.57 
1383909093310 , 25.54 , 49.57 
1383909094286 , 25.54 , 49.57 
1383909095267 , 25.54 , 49.57 
1383909096247 , 25.54 , 49.57 
