1383909030801 , 0.05 , 0.05 , -0.97 
1383909031782 , 0.02 , 0.00 , -1.03 
1383909032761 , 0.00 , 0.05 , -0.98 
1383909033825 , 0.02 , 0.05 , -0.95 
1383909034803 , 0.09 , 0.03 , -0.94 
1383909035772 , 0.09 , 0.05 , -0.97 
1383909036831 , 0.09 , 0.02 , -0.98 
1383909037808 , 0.02 , 0.05 , -1.06 
1383909038794 , -0.03 , 0.00 , -0.94 
1383909039831 , 0.09 , 0.03 , -1.03 
1383909040812 , 0.00 , 0.05 , -0.97 
1383909041796 , 0.05 , 0.03 , -0.95 
1383909042771 , 0.03 , 0.02 , -1.05 
1383909043830 , 0.02 , 0.05 , -1.02 
1383909044810 , 0.02 , 0.03 , -1.00 
1383909045791 , 0.02 , 0.05 , -1.00 
1383909046839 , 0.02 , 0.03 , -1.03 
1383909047811 , 0.02 , 0.03 , -0.95 
1383909048791 , 0.06 , 0.03 , -0.94 
1383909049771 , 0.09 , 0.03 , -1.06 
1383909050830 , -0.03 , 0.00 , -1.09 
1383909051811 , 0.00 , 0.05 , -0.95 
1383909052781 , 0.05 , 0.02 , -1.11 
1383909053842 , 0.00 , 0.02 , -1.08 
1383909054817 , -0.05 , 0.00 , -0.97 
1383909055791 , 0.08 , 0.03 , -0.95 
1383909056771 , 0.05 , 0.03 , -0.94 
1383909057832 , 0.09 , 0.06 , -1.06 
1383909058810 , 0.02 , 0.06 , -1.02 
1383909059794 , 0.00 , 0.03 , -1.06 
1383909060838 , 0.09 , 0.02 , -0.95 
1383909061822 , 0.08 , 0.03 , -1.08 
1383909062797 , -0.05 , 0.00 , -0.97 
1383909063842 , 0.03 , 0.03 , -1.05 
1383909064821 , 0.03 , 0.05 , -1.00 
1383909065815 , -0.02 , -0.02 , -0.97 
1383909066794 , 0.06 , 0.03 , -0.97 
1383909067834 , 0.02 , 0.03 , -1.02 
1383909068812 , -0.02 , 0.00 , -0.95 
1383909069789 , 0.06 , 0.03 , -1.00 
1383909070846 , 0.03 , 0.03 , -1.11 
1383909071821 , 0.00 , 0.02 , -0.94 
1383909072801 , 0.09 , 0.05 , -0.98 
1383909073792 , -0.02 , 0.00 , -0.95 
1383909074828 , 0.05 , 0.03 , -0.95 
1383909075811 , 0.08 , 0.03 , -0.98 
1383909076861 , 0.05 , 0.03 , -0.97 
1383909077847 , 0.03 , 0.02 , -0.97 
1383909078820 , 0.09 , 0.03 , -0.98 
1383909079804 , 0.02 , 0.00 , -0.95 
1383909080852 , 0.09 , 0.03 , -0.95 
1383909081841 , 0.09 , 0.03 , -0.95 
1383909082810 , 0.03 , 0.03 , -0.95 
1383909083791 , 0.02 , 0.02 , -0.97 
1383909084846 , 0.05 , 0.03 , -0.97 
1383909085828 , 0.02 , 0.02 , -0.97 
1383909086811 , 0.00 , 0.00 , -0.92 
1383909087921 , 0.08 , 0.03 , -0.94 
1383909088842 , 0.09 , 0.03 , -1.00 
1383909089820 , 0.00 , 0.00 , -0.95 
1383909090792 , 0.03 , 0.03 , -1.06 
1383909091837 , 0.00 , 0.06 , -0.95 
1383909092827 , 0.02 , 0.03 , -1.06 
1383909093876 , 0.00 , 0.05 , -0.97 
1383909094860 , 0.00 , 0.02 , -1.11 
1383909095834 , 0.00 , 0.00 , -0.98 
1383909096814 , 0.05 , 0.03 , -0.95 
1383909097794 , 0.09 , 0.03 , -0.97 
