1383909031151 , -1.779 , 0.000 , 0.000 
1383909032131 , -1.840 , 0.000 , 0.000 
1383909033040 , -1.679 , 0.000 , 0.000 
1383909034161 , -1.649 , 0.000 , 0.000 
1383909035141 , -1.786 , 0.000 , 0.000 
1383909036050 , -1.794 , 0.000 , 0.000 
1383909037102 , -1.626 , 0.000 , 0.000 
1383909038081 , -1.832 , 0.000 , 0.000 
1383909039061 , -1.908 , 0.000 , 0.000 
1383909040110 , -1.641 , 0.000 , 0.000 
1383909041090 , -1.710 , 0.000 , 0.000 
1383909042070 , -1.626 , 0.000 , 0.000 
1383909043121 , -1.618 , 0.000 , 0.000 
1383909044101 , -1.710 , 0.000 , 0.000 
1383909045081 , -1.641 , 0.000 , 0.000 
1383909046130 , -1.718 , 0.000 , 0.000 
1383909047110 , -1.771 , 0.000 , 0.000 
1383909048091 , -1.687 , 0.000 , 0.000 
1383909049070 , -1.824 , 0.000 , 0.000 
1383909050121 , -1.779 , 0.000 , 0.000 
1383909051101 , -1.908 , 0.000 , 0.000 
1383909052152 , -1.611 , 0.000 , 0.000 
1383909053131 , -1.702 , 0.000 , 0.000 
1383909054112 , -1.763 , 0.000 , 0.000 
1383909055090 , -1.779 , 0.000 , 0.000 
1383909056070 , -1.786 , 0.000 , 0.000 
1383909057121 , -1.733 , 0.000 , 0.000 
1383909058170 , -1.710 , 0.000 , 0.000 
1383909059150 , -1.649 , 0.000 , 0.000 
1383909060131 , -1.664 , 0.000 , 0.000 
1383909061110 , -1.802 , 0.000 , 0.000 
1383909062160 , -1.695 , 0.000 , 0.000 
1383909063211 , -1.794 , 0.000 , 0.000 
1383909064120 , -1.679 , 0.000 , 0.000 
1383909065100 , -1.794 , 0.000 , 0.000 
1383909066081 , -1.580 , 0.000 , 0.000 
1383909067063 , -1.863 , 0.000 , 0.000 
1383909068041 , -1.802 , 0.000 , 0.000 
1383909069090 , -1.748 , 0.000 , 0.000 
1383909070070 , -1.611 , 0.000 , 0.000 
1383909071122 , -1.603 , 0.000 , 0.000 
1383909072171 , -1.626 , 0.000 , 0.000 
1383909073150 , -1.832 , 0.000 , 0.000 
1383909074130 , -1.649 , 0.000 , 0.000 
1383909075110 , -1.885 , 0.000 , 0.000 
1383909076091 , -1.580 , 0.000 , 0.000 
1383909077141 , -1.771 , 0.000 , 0.000 
1383909078120 , -1.832 , 0.000 , 0.000 
1383909079100 , -1.878 , 0.000 , 0.000 
1383909080080 , -1.779 , 0.000 , 0.000 
1383909081060 , -1.710 , 0.000 , 0.000 
1383909082110 , -1.679 , 0.000 , 0.000 
1383909083160 , -1.672 , 0.000 , 0.000 
1383909084140 , -1.649 , 0.000 , 0.000 
1383909085120 , -1.763 , 0.000 , 0.000 
1383909086101 , -1.725 , 0.000 , 0.000 
1383909087080 , -1.878 , 0.000 , 0.000 
1383909088060 , -1.664 , 0.000 , 0.000 
1383909089110 , -1.656 , 0.000 , 0.000 
1383909090091 , -1.656 , 0.000 , 0.000 
1383909091070 , -1.725 , 0.000 , 0.000 
1383909092119 , -1.908 , 0.000 , 0.000 
1383909093172 , -1.718 , 0.000 , 0.000 
1383909094080 , -1.779 , 0.000 , 0.000 
1383909095127 , -1.656 , 0.000 , 0.000 
1383909096106 , -1.725 , 0.000 , 0.000 
