1383909031361 , 28.52 , 44.76 
1383909032419 , 28.52 , 44.76 
1383909033462 , 28.52 , 44.76 
1383909034522 , 28.52 , 44.76 
1383909035491 , 28.52 , 44.76 
1383909036553 , 28.52 , 44.76 
1383909037592 , 28.52 , 44.76 
1383909038646 , 28.61 , 44.76 
1383909039691 , 28.52 , 44.76 
1383909040754 , 28.52 , 44.76 
1383909041791 , 28.52 , 44.76 
1383909042848 , 28.52 , 44.76 
1383909043834 , 28.52 , 44.76 
1383909044874 , 28.52 , 44.76 
1383909045929 , 28.52 , 44.76 
1383909046971 , 28.52 , 44.76 
1383909048032 , 28.52 , 44.76 
1383909049072 , 28.52 , 44.76 
1383909050125 , 28.52 , 44.76 
1383909051171 , 28.52 , 44.76 
1383909052160 , 28.52 , 44.76 
1383909053209 , 28.52 , 44.76 
1383909054258 , 28.52 , 44.76 
1383909055317 , 28.52 , 44.76 
1383909056351 , 28.52 , 44.76 
1383909057408 , 28.52 , 44.76 
1383909058451 , 28.52 , 44.76 
1383909059503 , 28.52 , 44.76 
1383909060481 , 28.52 , 44.76 
1383909061542 , 28.52 , 44.76 
1383909062581 , 28.52 , 44.76 
1383909063641 , 28.52 , 44.76 
1383909064681 , 28.52 , 44.76 
1383909065808 , 28.52 , 44.76 
1383909066787 , 28.52 , 44.76 
1383909067772 , 28.52 , 44.76 
1383909068816 , 28.52 , 44.76 
1383909069870 , 28.52 , 44.76 
1383909070911 , 28.52 , 44.76 
1383909071968 , 28.52 , 44.76 
1383909073011 , 28.52 , 44.76 
1383909074074 , 28.52 , 44.76 
1383909075111 , 28.52 , 44.76 
1383909076091 , 28.52 , 44.76 
1383909077141 , 28.52 , 44.76 
1383909078193 , 28.52 , 44.76 
1383909079246 , 28.52 , 44.76 
1383909080297 , 28.52 , 44.76 
1383909081341 , 28.52 , 44.76 
1383909082390 , 28.52 , 44.76 
1383909083441 , 28.52 , 44.76 
1383909084428 , 28.52 , 44.76 
1383909085471 , 28.52 , 44.76 
1383909086530 , 28.52 , 44.76 
1383909087578 , 28.52 , 44.76 
1383909088620 , 28.43 , 44.76 
1383909089678 , 28.43 , 44.76 
1383909090721 , 28.43 , 44.76 
1383909091704 , 28.43 , 44.76 
1383909092755 , 28.43 , 44.76 
1383909093870 , 28.43 , 44.76 
1383909094862 , 28.43 , 44.76 
1383909095903 , 28.43 , 44.76 
1383909096960 , 28.43 , 44.76 
1383909097998 , 28.43 , 44.76 
